x,y,z
9.024378672,92.03825112,37.98837489
93.15780926,99.42443346,62.39733554
43.57910415,43.45294591,34.42527107
21.33629233,64.96640098,13.13468763
34.17196258,83.51972683,6.713395899
41.43646502,82.70044338,22.84836571
68.11098747,51.983042,56.89220999
3.330022109,77.07989187,85.07581401
96.82488315,78.58712946,17.35546079
88.73885244,72.26476265,79.0057538
41.23291204,59.6215033,30.49728523
20.52325642,70.21222277,9.032159121
38.97719018,50.65335382,71.95151358
2.127333794,54.08170604,93.54073105
11.81586231,24.47217713,86.57266043
18.14529526,93.06406449,27.8122246
81.44222691,47.13834993,85.46513053
6.24957452,84.16516231,4.518654232
19.83499866,89.99173689,94.72670711
78.02006912,20.87422281,57.51090693
68.2680745,98.91040535,38.68617148
0.872749694,58.63187585,35.43728213
88.96411988,34.56967045,69.20904771
27.99693832,12.15899071,4.618180478
41.8617409,35.76810426,52.42005431
2.95657296,29.74616717,83.18933563
43.71053043,57.04603645,12.70669586
93.6349192,21.42910598,76.73262907
95.01555124,54.36759152,72.62039472
22.04723467,46.92886191,39.29297834
69.70599872,22.70861383,53.05209443
94.63651309,12.12313443,7.866521605
19.43499786,68.65892481,49.23900426
46.37863522,39.32396925,86.99277892
26.31242192,37.03149962,95.13224079
30.17839171,90.27817995,75.86751291
36.32749791,76.81763192,67.35374452
28.57270643,96.45198761,12.81752297
84.09651861,23.52317598,67.66274383
94.178472,29.61711524,94.34261997
89.77926913,79.46769764,11.19033032
36.59495176,63.20127624,69.74460723
56.4099324,29.08726776,93.60317339
54.73198806,16.99965789,68.37445122
54.24760178,43.85945239,93.65182984
71.81947973,64.07775606,78.27105636
50.76385995,91.3173272,48.28794859
55.18522808,56.37357922,80.2196135
10.88950466,92.05170139,31.59416614
72.75132274,98.8605003,24.48324829
30.85099419,4.803409115,26.81849038
8.41648771,67.22458645,99.29940533
97.66254525,43.5859116,70.4545655
75.88211383,12.44021345,52.53349732
6.802106905,15.77811114,1.489879737
83.75098165,53.78453471,21.82191504
56.63487462,47.9780527,14.40416658
69.27650827,46.26113828,58.77146
19.06072711,68.22108531,54.06105391
17.428807,33.93243365,6.553853975
31.88641138,53.08816653,22.59994495
14.95525064,64.16014946,88.99496808
81.40553962,38.52206434,16.09917325
43.39798984,81.81784395,64.70779625
31.78162481,14.64634853,68.46479088
89.07278887,37.18870744,40.11386757
14.51087118,58.1846468,2.343434649
25.07043467,95.02506523,52.94536743
61.67829401,37.21158853,24.38540299
84.81841755,31.30273071,67.20977452
65.37851044,25.37347458,21.91629133
48.17778858,37.05588433,24.20130443
37.21815037,22.88567284,92.13173457
54.50487625,22.67424125,92.403982
99.76422091,86.79677827,45.58083099
65.54786707,17.30409117,66.78341405
96.36187782,74.29345903,40.60815359
